date,1.4.0,1.5.1,1.6.0,1.6.0 dev builds,1.6.0 rc4,1.6.1,1.6.2,1.7.0,1.7.1,1.7.2,1.7.4,1.7.5,1.7.7,1.8.0,1.8.0 dev builds,1.8.1,1.9.0 dev builds,2.0.0,2.0.1,2.0.2,2.0.3,2.0.4,2.0.5,2.0.6,2.1.0,2.1.0 dev builds,2.1.1
2022-11-04,3,2,1,4,1,3,0,16,44,24,19,36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05,3,2,1,4,1,3,0,16,43,25,20,36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06,3,2,1,4,1,1,0,17,45,24,20,36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07,3,2,1,4,1,1,0,18,47,24,20,36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,3,2,1,4,1,1,1,19,47,24,7,36,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09,3,2,1,4,1,1,1,19,42,26,8,35,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10,3,2,1,4,1,1,1,19,42,25,7,31,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11,3,2,1,4,1,1,1,17,42,26,7,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12,3,2,1,4,1,1,1,16,41,24,7,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13,3,1,1,4,1,1,1,16,38,24,7,27,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14,3,1,1,4,0,1,1,17,37,24,7,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15,1,1,1,4,0,1,1,15,37,24,7,25,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16,1,2,1,4,0,1,1,14,37,25,6,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17,3,2,1,4,0,1,0,14,40,24,6,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18,3,1,1,4,0,1,1,12,37,23,5,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19,3,1,1,4,0,1,1,14,39,24,5,25,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20,3,1,1,4,0,1,1,13,38,20,5,25,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21,1,1,1,2,0,1,1,12,30,16,5,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22,3,1,1,2,0,1,1,14,30,16,5,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-23,3,1,1,4,0,1,1,14,30,17,5,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-24,3,1,1,4,0,1,1,14,33,17,6,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-25,3,1,1,4,0,1,1,11,31,17,6,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-26,3,1,1,4,0,0,1,10,31,17,6,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-27,3,1,1,4,0,1,1,10,30,16,6,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-28,3,1,1,4,0,1,1,10,30,13,6,21,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-29,3,1,1,4,0,1,1,12,29,13,5,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-30,3,1,1,4,0,1,1,12,30,14,5,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-01,3,1,1,3,0,1,1,14,30,14,4,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-02,3,1,1,4,0,1,1,11,27,14,4,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-03,3,1,1,4,1,1,1,12,24,13,4,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-04,3,1,1,4,1,1,1,12,23,13,4,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-04,3,1,1,4,1,1,1,12,23,13,4,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-05,3,2,1,0,1,1,1,11,23,16,3,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-05,3,2,1,0,1,1,1,11,23,16,3,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-06,3,2,1,0,1,1,1,10,23,16,3,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-06,3,2,1,0,1,1,1,10,23,16,3,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-07,3,2,1,0,1,1,1,11,23,16,3,26,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-07,3,2,1,0,1,1,1,11,23,16,3,26,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-08,3,2,1,0,1,1,1,10,21,10,2,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-08,3,2,1,0,1,1,1,10,21,10,2,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-09,3,2,1,0,1,1,1,10,23,9,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-09,3,2,1,0,1,1,1,10,23,9,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-10,3,2,1,0,1,1,1,11,23,10,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-10,3,2,1,0,1,1,1,11,23,10,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-11,3,2,1,0,1,1,0,10,23,7,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-11,3,2,1,0,1,1,0,10,23,7,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-12,3,2,1,0,1,1,0,8,23,7,2,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-12,3,2,1,0,1,1,0,8,23,7,2,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-13,3,2,1,0,0,1,0,7,21,9,2,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-13,3,2,1,0,0,1,0,7,21,9,2,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-14,3,2,1,0,0,1,0,7,22,10,2,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-14,3,2,1,0,0,1,0,7,22,10,2,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-15,3,2,1,0,0,1,0,9,21,11,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-15,3,2,1,0,0,1,0,9,21,11,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-16,2,1,1,0,0,1,0,7,21,11,2,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-16,2,1,1,0,0,1,0,7,21,11,2,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-17,2,1,1,0,0,1,0,7,20,11,2,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-17,2,1,1,0,0,1,0,7,20,11,2,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-18,2,1,1,0,0,0,0,7,20,9,2,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-18,2,1,1,0,0,0,0,7,20,9,2,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-19,2,1,1,0,0,0,0,4,20,10,1,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-19,2,1,1,0,0,0,0,4,20,10,1,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-20,2,1,1,0,0,0,0,4,19,10,1,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-20,2,1,1,0,0,0,0,4,19,10,1,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-21,2,1,1,0,0,0,0,3,17,11,1,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-21,2,1,1,0,0,0,0,3,17,11,1,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-22,2,1,1,0,0,0,0,3,15,11,1,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-22,2,1,1,0,0,0,0,3,15,11,1,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-23,0,1,1,0,0,0,0,3,15,11,2,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-23,0,1,1,0,0,0,0,3,15,11,2,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-24,0,1,1,0,0,0,0,2,18,11,2,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-24,0,1,1,0,0,0,0,2,18,11,2,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-25,0,1,1,0,0,0,0,3,18,11,2,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-25,0,1,1,0,0,0,0,3,18,11,2,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-26,0,1,1,0,0,0,0,2,18,12,2,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-26,0,1,1,0,0,0,0,2,18,12,2,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,0,1,1,0,0,1,0,4,18,12,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,0,1,1,0,0,1,0,4,18,12,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,0,1,1,0,0,0,0,4,19,10,2,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,0,1,1,0,0,0,0,4,19,10,2,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-29,0,2,1,0,0,0,0,4,23,11,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-29,0,2,1,0,0,0,0,4,23,11,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-30,0,2,1,0,0,0,0,5,23,11,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-30,0,2,1,0,0,0,0,5,23,11,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-31,0,2,1,0,0,0,0,4,23,11,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-31,0,2,1,0,0,0,0,4,23,11,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,0,2,1,0,0,0,0,5,21,9,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,0,2,1,0,0,0,0,5,21,9,2,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-02,0,2,1,0,0,0,0,4,17,8,2,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-02,0,2,1,0,0,0,0,4,17,8,2,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,0,2,1,0,0,0,0,3,14,8,2,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,0,2,1,0,0,0,0,3,14,8,2,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-04,0,1,1,0,0,0,0,0,13,9,2,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-04,0,1,1,0,0,0,0,0,13,9,2,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,0,0,0,0,0,0,0,0,9,9,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,0,0,0,0,0,0,0,0,9,9,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-06,0,0,0,0,0,0,0,2,9,9,2,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-06,0,0,0,0,0,0,0,2,9,9,2,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,0,2,0,0,0,0,0,2,13,9,2,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,0,2,0,0,0,0,0,2,13,9,2,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-08,0,1,0,0,0,0,0,0,11,9,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-08,0,1,0,0,0,0,0,0,11,9,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-09,0,1,0,0,0,0,0,0,14,10,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-09,0,1,0,0,0,0,0,0,14,10,2,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-10,0,1,0,0,0,0,0,2,16,10,2,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-10,0,1,0,0,0,0,0,2,16,10,2,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-11,0,1,0,0,0,0,0,2,16,10,3,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-11,0,1,0,0,0,0,0,2,16,10,3,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-12,0,1,0,0,0,1,0,2,17,7,2,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-12,0,1,0,0,0,1,0,2,17,7,2,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-13,0,1,0,0,0,1,0,2,17,7,2,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-13,0,1,0,0,0,1,0,2,17,7,2,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-14,0,1,0,0,0,1,0,2,17,8,2,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-14,0,1,0,0,0,1,0,2,17,8,2,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-15,0,1,0,0,0,1,0,3,18,10,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-15,0,1,0,0,0,1,0,3,18,10,2,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-16,0,1,0,0,0,1,0,3,19,10,2,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-16,0,1,0,0,0,1,0,3,19,10,2,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-17,0,1,0,0,0,1,0,7,19,11,3,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-17,0,1,0,0,0,1,0,7,19,11,3,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-18,0,1,0,0,0,1,0,2,19,11,3,27,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-18,0,1,0,0,0,1,0,2,19,11,3,27,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-19,0,1,0,0,0,1,0,2,20,12,3,27,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-19,0,1,0,0,0,1,0,2,20,12,3,27,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-20,0,1,1,0,0,1,0,2,16,10,3,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-20,0,1,1,0,0,1,0,2,16,10,3,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-21,0,1,1,0,0,1,0,4,16,10,3,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-21,0,1,1,0,0,1,0,4,16,10,3,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-22,0,1,1,0,0,1,0,4,16,9,3,26,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-22,0,1,1,0,0,1,0,4,16,9,3,26,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-23,3,3,2,3,1,1,1,16,39,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-23,3,3,2,3,1,1,1,16,39,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-24,3,3,2,4,1,1,2,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-24,3,3,2,4,1,1,2,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-25,3,3,2,4,1,1,2,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-25,3,3,2,4,1,1,2,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-26,3,3,2,4,1,1,1,17,40,24,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-26,3,3,2,4,1,1,1,17,40,24,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-27,3,3,2,4,1,1,2,16,40,24,6,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-27,3,3,2,4,1,1,2,16,40,24,6,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-28,3,3,2,4,1,1,1,16,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-28,3,3,2,4,1,1,1,16,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-29,3,3,2,4,1,1,2,16,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-29,3,3,2,4,1,1,2,16,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-30,3,3,2,4,1,1,1,17,40,24,6,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-30,3,3,2,4,1,1,1,17,40,24,6,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-31,3,3,2,3,1,1,2,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-31,3,3,2,3,1,1,2,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-01,3,3,2,4,1,1,1,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-01,3,3,2,4,1,1,1,17,40,24,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-02,3,3,2,4,1,1,2,17,39,24,6,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-02,3,3,2,4,1,1,2,17,39,24,6,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-03,3,3,2,4,1,1,1,16,39,24,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-03,3,3,2,4,1,1,1,16,39,24,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-04,3,3,2,4,1,1,1,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-04,3,3,2,4,1,1,1,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-05,3,3,2,4,1,1,1,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-05,3,3,2,4,1,1,1,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-06,3,3,2,4,1,1,1,17,38,22,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-06,3,3,2,4,1,1,1,17,38,22,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07,3,3,2,4,1,1,3,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07,3,3,2,4,1,1,3,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-08,2,3,2,4,1,1,2,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-08,2,3,2,4,1,1,2,17,40,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-09,3,3,2,4,1,1,2,17,39,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-09,3,3,2,4,1,1,2,17,39,23,6,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-10,3,3,2,4,1,1,2,16,40,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-10,3,3,2,4,1,1,2,16,40,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-11,3,3,2,3,1,1,2,17,40,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-11,3,3,2,3,1,1,2,17,40,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-12,3,2,2,4,1,1,2,17,41,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-12,3,2,2,4,1,1,2,17,41,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-13,3,2,2,4,1,1,1,17,41,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-13,3,2,2,4,1,1,1,17,41,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-14,3,2,2,4,1,1,1,17,41,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-14,3,2,2,4,1,1,1,17,41,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-15,3,1,2,4,1,1,1,17,39,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-15,3,1,2,4,1,1,1,17,39,23,6,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
